refund_id,order_id,amount_cents
R001271,O014746,30320
R001272,O014755,13386
R001273,O014777,21290
R001274,O014787,82999
R001275,O014803,17453
R001276,O014809,15998
R001277,O014817,73799
R001278,O014820,4836
R001279,O014834,21749
R001280,O014835,19143
R001281,O014858,22781
R001282,O014877,3060
R001283,O014898,17712
R001284,O014913,16264
R001285,O014924,10549
R001286,O014927,35407
R001287,O014936,64008
R001288,O014964,3127
R001289,O014973,13120
R001290,O014991,18106
R001291,O014992,31670
R001292,O014993,42169
R001293,O015013,12932
R001294,O015051,8089
R001295,O015055,19155
R001296,O015058,39562
R001297,O015075,20592
R001298,O015076,35285
R001299,O015086,79485
R001300,O015090,11542
R001301,O015099,27779
R001302,O015125,2234
R001303,O015135,9613
R001304,O015137,9072
R001305,O015142,80649
R001306,O015144,30789
R001307,O015145,10920
R001308,O015161,87830
R001309,O015174,20243
R001310,O015178,41398
R001311,O015179,40620
R001312,O015186,35624
R001313,O015216,19395
R001314,O015226,34371
R001315,O015233,75091
R001316,O015262,35602
R001317,O015265,45005
R001318,O015267,4863
R001319,O015284,12292
R001320,O015297,16944
R001321,O015324,754
R001322,O015332,5396
R001323,O015345,16698
R001324,O015352,33763
R001325,O015354,12553
R001326,O015360,45416
R001327,O015368,34515
R001328,O015384,17383
R001329,O015398,3182
R001330,O015410,75016
R001331,O015411,44104
R001332,O015413,33142
R001333,O015416,18000
R001334,O015444,23805
R001335,O015452,68502
R001336,O015457,47703
R001337,O015476,41716
R001338,O015480,35407
R001339,O015532,19330
R001340,O015537,14344
R001341,O015541,16750
R001342,O015542,40873
R001343,O015543,5040
R001344,O015567,3364
R001345,O015594,22079
R001346,O015614,10402
R001347,O015630,6806
R001348,O015631,16824
R001349,O015644,6445
R001350,O015654,19116
R001351,O015664,41757
R001352,O015679,46070
R001353,O015715,18926
R001354,O015730,73670
R001355,O015731,1101
R001356,O015766,12666
R001357,O015779,7444
R001358,O015782,17090
R001359,O015796,20020
R001360,O015819,20060
R001361,O015838,5310
R001362,O015872,50651
R001363,O015878,15928
R001364,O015885,24863
R001365,O015895,15425
R001366,O015942,13874
R001367,O015950,6766
R001368,O015964,37068
R001369,O015965,40343
R001370,O015970,39497
R001371,O015997,19639
R001372,O016001,64320
R001373,O016007,62846
R001374,O016017,11873
R001375,O016025,12844
R001376,O016030,6731
R001377,O016033,32181
R001378,O016035,3904
R001379,O016041,15236
R001380,O016046,53999
R001381,O016049,37229
R001382,O016051,28160
R001383,O016067,12111
R001384,O016070,25715
R001385,O016095,16772
R001386,O016100,9634
R001387,O016118,15593
R001388,O016119,16895
R001389,O016153,26450
R001390,O016186,22596
R001391,O016199,14743
R001392,O016201,80309
R001393,O016213,10486
R001394,O016217,5318
R001395,O016219,19701
R001396,O016228,22516
R001397,O016231,44634
R001398,O016236,7306
R001399,O016247,13254
R001400,O016251,18907
R001401,O016253,35743
R001402,O016256,3087
R001403,O016269,6208
R001404,O016287,30797
R001405,O016295,4217
R001406,O016296,10130
R001407,O016334,1742
R001408,O016335,10146
R001409,O016345,1233
R001410,O016349,48080
R001411,O016353,18804
R001412,O016354,86696
R001413,O016355,13843
R001414,O016376,19694
R001415,O016384,54679
R001416,O016405,18125
R001417,O016426,23978
R001418,O016430,15765
R001419,O016438,39678
R001420,O016489,17374
R001421,O016523,19487
R001422,O016526,44390
R001423,O016534,17971
R001424,O016540,41110
R001425,O016544,17336
R001426,O016552,33406
R001427,O016566,36313
R001428,O016568,32689
R001429,O016578,23219
R001430,O016600,40437
R001431,O016601,12361
R001432,O016610,46157
R001433,O016611,58612
R001434,O016619,11696
R001435,O016623,7070
R001436,O016624,3202
R001437,O016639,41452
R001438,O016647,7456
R001439,O016655,71158
R001440,O016663,39438
R001441,O016666,34969
R001442,O016697,13502
R001443,O016712,5924
R001444,O016713,5483
R001445,O016718,13288
R001446,O016744,41168
R001447,O016767,65692
R001448,O016810,55179
R001449,O016817,10581
R001450,O016835,34824
R001451,O016882,18487
R001452,O016885,24992
R001453,O016901,8784
R001454,O016914,34322
R001455,O016945,31887
R001456,O016955,31599
R001457,O016956,9760
R001458,O016958,19009
R001459,O016961,14140
R001460,O016965,6059
R001461,O016982,2346
R001462,O016995,9899
R001463,O016997,13035
R001464,O017009,55063
R001465,O017010,19591
R001466,O017017,19035
R001467,O017020,34909
R001468,O017034,16047
R001469,O017047,6972
R001470,O017050,24229
R001471,O017060,21910
R001472,O017065,82945
R001473,O017087,12512
R001474,O017088,41183
R001475,O017097,73568
R001476,O017116,9859
R001477,O017120,75622
R001478,O017134,15308
R001479,O017163,8692
R001480,O017171,36330
R001481,O017189,1190
R001482,O017195,22276
R001483,O017202,8624
R001484,O017211,23201
R001485,O017233,38530
R001486,O017237,36971
R001487,O017245,6738
R001488,O017246,14043
R001489,O017250,14975
R001490,O017267,24076
R001491,O017271,70596
R001492,O017276,40177
R001493,O017282,16299
R001494,O017287,17951
R001495,O017289,26766
R001496,O017330,37733
R001497,O017356,41844
R001498,O017359,14027
R001499,O017388,3668
R001500,O017392,48647
R001501,O017396,11801
R001502,O017412,41183
R001503,O017435,30203
R001504,O017455,16902
R001505,O017458,8253
R001506,O017459,4357
R001507,O017468,37407
R001508,O017469,71169
R001509,O017476,14433
R001510,O017481,22311
R001511,O017486,20618
R001512,O017500,4996
R001513,O017503,5496
R001514,O017504,9896
R001515,O017518,23835
R001516,O017529,28652
R001517,O017530,15408
R001518,O017540,9411
R001519,O017558,19762
R001520,O017568,39291
R001521,O017576,4812
R001522,O017577,41357
R001523,O017582,2348
R001524,O017591,17172
R001525,O017596,8461
R001526,O017613,5351
R001527,O017614,37116
R001528,O017620,6693
R001529,O017626,65047
R001530,O017631,13852
R001531,O017642,38746
R001532,O017644,14148
R001533,O017649,37367
R001534,O017650,78377
R001535,O017660,4388
R001536,O017675,52737
R001537,O017689,9555
R001538,O017697,57181
R001539,O017698,7360
R001540,O017719,14586
R001541,O017724,69936
R001542,O017732,11751
R001543,O017746,78214
R001544,O017747,72259
R001545,O017766,18162
R001546,O017791,7217
R001547,O017794,21317
R001548,O017796,38129
R001549,O017817,1641
R001550,O017831,23131
R001551,O017837,8467
R001552,O017890,6487
R001553,O017893,42315
R001554,O017910,10266
R001555,O017915,4270
R001556,O017951,29294
R001557,O017959,19626
R001558,O017985,81047
R001559,O018030,18698
R001560,O018037,8138
R001561,O018041,19694
R001562,O018049,29395
R001563,O018080,8631
R001564,O018108,16493
R001565,O018139,8968
R001566,O018144,81790
R001567,O018154,71383
R001568,O018160,22345
R001569,O018174,15629
R001570,O018193,78988
R001571,O018223,37119
R001572,O018226,14452
R001573,O018229,65161
R001574,O018235,12356
R001575,O018262,19496
R001576,O018279,18314
R001577,O018280,56399
R001578,O018281,3793
R001579,O018290,28364
R001580,O018298,63354
R001581,O018301,23895
R001582,O018312,11913
R001583,O018317,15499
R001584,O018334,11930
R001585,O018367,5953
R001586,O018373,10397
R001587,O018377,28209
R001588,O018399,7641
R001589,O018418,10227
R001590,O018421,13752
R001591,O018439,28528
R001592,O018461,8961
R001593,O018469,18550
R001594,O018470,26102
R001595,O018475,5413
R001596,O018476,18405
R001597,O018480,23278
R001598,O018525,43414
R001599,O018526,63363
R001600,O018542,7749
R001601,O018556,18310
R001602,O018563,32208
R001603,O018581,37841
R001604,O018585,12081
R001605,O018589,15486
R001606,O018594,921
R001607,O018616,9846
R001608,O018623,18086
R001609,O018625,25882
R001610,O018628,20169
R001611,O018629,4899
R001612,O018637,22093
R001613,O018641,27776
R001614,O018661,26666
R001615,O018668,7073
R001616,O018669,41393
R001617,O018675,22869
R001618,O018682,5182
R001619,O018700,8466
R001620,O018719,41818
R001621,O018723,39554
R001622,O018724,17859
R001623,O018731,11158
R001624,O018734,2126
R001625,O018763,79015
R001626,O018766,76706
R001627,O018780,69938
R001628,O018787,14219
R001629,O018799,2216
R001630,O018813,76650
R001631,O018840,32937
R001632,O018854,14918
R001633,O018877,86825
R001634,O018899,52702
R001635,O018919,10774
R001636,O018976,80816
R001637,O018977,59625
R001638,O018986,41422
R001639,O018997,23463
R001640,O019020,69252
R001641,O019022,39144
R001642,O019027,42563
R001643,O019032,32197
R001644,O019037,15320
R001645,O019041,9804
R001646,O019050,8011
R001647,O019059,2658
R001648,O019073,17023
R001649,O019078,17985
R001650,O019085,3300
R001651,O019096,60737
R001652,O019103,7418
R001653,O019117,6202
R001654,O019130,13634
R001655,O019135,3234
R001656,O019141,40661
R001657,O019164,32409
R001658,O019174,5686
R001659,O019246,21972
R001660,O019303,8198
R001661,O019326,8081
R001662,O019327,77042
R001663,O019341,14963
R001664,O019359,11037
R001665,O019360,30798
R001666,O019373,16090
R001667,O019374,30860
R001668,O019418,32669
R001669,O019423,19716
R001670,O019425,83705
R001671,O019444,21504
R001672,O019448,8379
R001673,O019451,18497
R001674,O019484,18058
R001675,O019485,50377
R001676,O019491,12510
R001677,O019526,77760
R001678,O019556,19347
R001679,O019569,25741
R001680,O019571,18780
R001681,O019594,2340
R001682,O019617,22587
R001683,O019641,13896
R001684,O019654,11244
R001685,O019665,20935
R001686,O019686,19707
R001687,O019688,16471
R001688,O019697,2291
R001689,O019711,72707
R001690,O019715,81802
R001691,O019723,28137
R001692,O019760,25127
R001693,O019789,40605
R001694,O019803,36720
R001695,O019826,26146
R001696,O019857,1467
R001697,O019864,41507
R001698,O019884,2675
R001699,O019907,18390
R001700,O019908,1713
R001701,O019933,45584
R001702,O019964,90350
R001703,O019978,69710
R001704,O019985,36113
R001705,O019994,86042
R001706,O020031,24371
R001707,O020036,31522
R001708,O020046,30236
R001709,O020048,19149
R001710,O020081,19501
R001711,O020103,5270
R001712,O020106,67321
R001713,O020110,54916
R001714,O020123,23860
R001715,O020149,16399
R001716,O020165,21798
R001717,O020168,24645
R001718,O020174,4789
R001719,O020183,5073
R001720,O020197,15373
R001721,O020200,1925
R001722,O020217,1984
R001723,O020222,9370
R001724,O020230,50981
R001725,O020269,10212
R001726,O020271,34701
R001727,O020300,45046
R001728,O020305,11449
R001729,O020306,13244
R001730,O020310,6313
R001731,O020323,31277
R001732,O020329,43765
R001733,O020331,3809
R001734,O020332,15055
R001735,O020349,36706
R001736,O020363,36930
R001737,O020370,1941
R001738,O020374,29218
R001739,O020379,19498
R001740,O020399,17629
R001741,O020417,41109
R001742,O020427,14025
R001743,O020446,43488
R001744,O020461,15493
R001745,O020477,9331
R001746,O020493,71555
R001747,O020499,7987
R001748,O020505,16839
R001749,O020507,16508
R001750,O020512,63971
R001751,O020522,30486
R001752,O020525,37904
R001753,O020554,49405
R001754,O020568,32016
R001755,O020581,14124
R001756,O020588,3403
R001757,O020590,13343
R001758,O020593,2881
R001759,O020627,5794
R001760,O020629,1450
R001761,O020639,3847
R001762,O020640,42050
R001763,O020642,15567
R001764,O020650,2787
R001765,O020668,33404
R001766,O020688,13372
R001767,O020711,12307
R001768,O020714,33272
R001769,O020737,11483
R001770,O020753,33477
R001771,O020759,65678
R001772,O020760,3182
R001773,O020796,50712
R001774,O020798,15475
R001775,O020805,29079
R001776,O020828,11589
R001777,O020829,1869
R001778,O020834,13305
R001779,O020841,21094
R001780,O020848,26670
R001781,O020914,41608
R001782,O020940,16313
R001783,O020944,29902
R001784,O020953,57307
R001785,O020959,18614
R001786,O020969,72364
R001787,O020987,4663
R001788,O021001,5648
R001789,O021003,7309
R001790,O021005,65564
R001791,O021010,4584
R001792,O021022,11609
R001793,O021033,43281
R001794,O021037,30935
R001795,O021047,21034
R001796,O021050,12867
R001797,O021062,14687
R001798,O021074,24499
R001799,O021076,7338
R001800,O021079,71128
R001801,O021080,8401
R001802,O021128,50235
R001803,O021167,22120
R001804,O021182,23335
R001805,O021195,19802
R001806,O021217,11210
R001807,O021221,9397
R001808,O021232,2759
R001809,O021242,77445
R001810,O021260,2274
R001811,O021273,22056
R001812,O021281,18762
R001813,O021287,50195
R001814,O021306,51851
R001815,O021313,35973
R001816,O021406,1515
R001817,O021412,14872
R001818,O021454,55800
R001819,O021462,37024
R001820,O021487,62957
R001821,O021490,24454
R001822,O021493,5020
R001823,O021511,18230
R001824,O021515,37606
R001825,O021516,5561
R001826,O021517,2207
R001827,O021523,63267
R001828,O021528,35158
R001829,O021538,17351
R001830,O021550,8283
R001831,O021556,53236
R001832,O021559,9528
R001833,O021561,40087
R001834,O021563,46600
R001835,O021573,9811
R001836,O021588,10850
R001837,O021591,22496
R001838,O021602,4003
R001839,O021603,5853
R001840,O021608,76631
R001841,O021610,22797
R001842,O021611,5868
R001843,O021617,13938
R001844,O021620,20418
R001845,O021646,30695
R001846,O021671,16842
R001847,O021673,5465
R001848,O021677,40065
R001849,O021680,8501
R001850,O021686,42224
R001851,O021721,36126
R001852,O021727,67766
R001853,O021729,16263
R001854,O021747,40426
R001855,O021771,8705
R001856,O021772,4165
R001857,O021795,23065
R001858,O021819,56562
R001859,O021823,66836
R001860,O021848,22704
R001861,O021865,33250
R001862,O021869,17188
R001863,O021870,17381
R001864,O021874,27773
R001865,O021877,19454
R001866,O021878,88545
R001867,O021884,29998
R001868,O021894,26678
R001869,O021899,14523
R001870,O021912,13946
R001871,O021924,12368
R001872,O021926,37376
R001873,O021928,18818
R001874,O021949,17162
R001875,O021959,6794
R001876,O021964,13324
R001877,O021973,8060
R001878,O021984,20807
R001879,O021986,14865
R001880,O022010,38319
R001881,O022039,7105
R001882,O022053,3625
R001883,O022066,69099
R001884,O022070,8677
R001885,O022121,19227
R001886,O022129,17200
R001887,O022143,1883
R001888,O022154,16128
R001889,O022160,13732
R001890,O022186,6196
R001891,O022197,9464
R001892,O022199,3341
R001893,O022212,62624
R001894,O022231,11449
R001895,O022239,92204
R001896,O022293,20444
R001897,O022306,36144
R001898,O022311,2213
R001899,O022322,26563
R001900,O022325,44767
R001901,O022338,36145
R001902,O022353,42159
R001903,O022388,19435
R001904,O022398,22485
R001905,O022401,23102
R001906,O022408,14314
R001907,O022422,61167
R001908,O022447,12753
R001909,O022453,10592
R001910,O022491,3388
R001911,O022511,34236
R001912,O022520,35675
R001913,O022525,61239
R001914,O022527,14656
R001915,O022528,4752
R001916,O022536,11341
R001917,O022560,24737
R001918,O022568,65814
R001919,O022573,8938
R001920,O022584,12787
R001921,O022617,7134
R001922,O022636,16421
R001923,O022643,29709
R001924,O022645,27242
R001925,O022660,16373
R001926,O022671,5068
R001927,O022715,6739
R001928,O022717,19413
R001929,O022720,5496
R001930,O022735,10496
R001931,O022744,26403
R001932,O022772,76717
R001933,O022787,838
R001934,O022793,28176
R001935,O022797,22771
R001936,O022805,57431
R001937,O022813,4731
R001938,O022817,5184
R001939,O022831,3838
R001940,O022836,33402
R001941,O022838,60171
R001942,O022865,14856
R001943,O022866,59486
R001944,O022890,9508
R001945,O022899,31573
R001946,O022922,4441
R001947,O022949,3209
R001948,O022956,7569
R001949,O022963,3953
R001950,O022969,15476
R001951,O023004,14610
R001952,O023010,18308
R001953,O023016,15928
R001954,O023030,15845
R001955,O023031,58022
R001956,O023037,35827
R001957,O023042,3281
R001958,O023050,15142
R001959,O023065,13996
R001960,O023067,80908
R001961,O023075,4060
R001962,O023093,8632
R001963,O023101,50546
R001964,O023104,23808
R001965,O023109,12435
R001966,O023119,22601
R001967,O023129,30025
R001968,O023143,13919
R001969,O023163,11083
R001970,O023170,17049
R001971,O023173,36566
R001972,O023190,56888
R001973,O023202,21130
R001974,O023211,5743
R001975,O023212,3301
R001976,O023214,54072
R001977,O023221,10513
R001978,O023223,18242
R001979,O023288,33334
R001980,O023292,58686
R001981,O023311,33148
R001982,O023326,14753
R001983,O023331,13950
R001984,O023355,34712
R001985,O023370,38575
R001986,O023376,9443
R001987,O023385,77360
R001988,O023393,19879
R001989,O023396,33157
R001990,O023400,9685
R001991,O023411,17326
R001992,O023434,3307
R001993,O023453,29195
R001994,O023461,9931
R001995,O023491,18248
R001996,O023496,1906
R001997,O023500,38206
R001998,O023529,12840
R001999,O023533,21383
R002000,O023545,41009
R002001,O023569,67029
R002002,O023581,21612
R002003,O023602,37463
R002004,O023615,21725
R002005,O023621,6013
R002006,O023624,50148
R002007,O023628,17327
R002008,O023636,8034
R002009,O023641,12419
R002010,O023646,13843
R002011,O023650,57316
R002012,O023651,42722
R002013,O023667,37782
R002014,O023681,75807
R002015,O023685,41758
R002016,O023700,51650
R002017,O023740,14335
R002018,O023742,13751
R002019,O023746,49427
R002020,O023767,21320
R002021,O023771,28384
R002022,O023779,4801
R002023,O023783,5698
R002024,O023803,24020
R002025,O023822,86752
R002026,O023828,26316
R002027,O023845,15320
R002028,O023899,21696
R002029,O023920,26204
R002030,O023939,21278
R002031,O023972,22340
R002032,O023981,15459
R002033,O023987,2273
R002034,O023989,18721
R002035,O023994,6144
R002036,O024002,12096
R002037,O024017,11398
R002038,O024032,1440
R002039,O024049,14355
R002040,O024053,12426
R002041,O024055,77131
R002042,O024057,35163
R002043,O024067,17485
R002044,O024071,43060
R002045,O024081,11899
R002046,O024084,38370
R002047,O024103,22535
R002048,O024106,20818
R002049,O024120,14729
R002050,O024131,19040
R002051,O024134,29538
R002052,O024137,53875
R002053,O024139,61121
R002054,O024163,69588
R002055,O024176,15936
R002056,O024191,15212
R002057,O024208,1922
R002058,O024225,20159
R002059,O024240,20751
R002060,O024242,26788
R002061,O024244,11735
R002062,O024252,16367
R002063,O024253,7617
R002064,O024254,77590
R002065,O024255,12476
R002066,O024264,41048
R002067,O024274,4236
R002068,O024282,59155
R002069,O024296,14566
R002070,O024310,32502
R002071,O024317,7658
R002072,O024320,15149
R002073,O024326,5427
R002074,O024331,10891
R002075,O024332,22348
R002076,O024337,33465
R002077,O024365,10534
R002078,O024372,20179
R002079,O024409,33744
R002080,O024424,40443
R002081,O024435,3334
R002082,O024437,55713
R002083,O024474,29535
R002084,O024516,21367
R002085,O024517,29630
R002086,O024549,72632
R002087,O024553,18066
R002088,O024565,9797
R002089,O024567,48415
R002090,O024571,13344
R002091,O024576,52210
R002092,O024578,15613
R002093,O024593,20696
R002094,O024595,9378
R002095,O024604,5592
R002096,O024613,9724
R002097,O024615,77837
R002098,O024621,24026
R002099,O024641,17568
R002100,O024648,13767
R002101,O024649,9772
R002102,O024656,40955
R002103,O024660,36934
R002104,O024719,60962
R002105,O024728,7286
R002106,O024736,38259
R002107,O024740,14951
R002108,O024749,35440
R002109,O024751,26655
R002110,O024753,7723
R002111,O024756,72821
R002112,O024762,19185
R002113,O024764,17655
R002114,O024787,7946
R002115,O024813,92052
R002116,O024820,12244
R002117,O024822,43524
R002118,O024840,7783
R002119,O024844,37061
R002120,O024845,23258
R002121,O024851,67932
R002122,O024854,5271
R002123,O024856,6849
R002124,O024859,1456
R002125,O024869,12898
R002126,O024872,8557
R002127,O024876,8444
R002128,O024885,32606
R002129,O024907,53418
R002130,O024917,65523
R002131,O024923,21552
R002132,O024925,7239
R002133,O024945,15244
R002134,O024949,39749
R002135,O024975,47757
R002136,O025014,55321
R002137,O025015,42263
R002138,O025019,16705
R002139,O025034,9658
R002140,O025039,32948
R002141,O025052,17713
R002142,O025072,17331
R002143,O025086,27619
R002144,O025097,23200
R002145,O025129,18595
R002146,O025133,25802
R002147,O025151,21387
R002148,O025159,10428
R002149,O025162,14777
R002150,O025185,70437
R002151,O025201,77497
R002152,O025209,70334
R002153,O025210,4796
R002154,O025211,6581
R002155,O025243,7320
R002156,O025256,27961
R002157,O025258,33020
R002158,O025260,78217
R002159,O025268,21470
R002160,O025271,81544
R002161,O025272,2085
R002162,O025273,21633
R002163,O025277,20047
R002164,O025282,6760
R002165,O025287,12754
R002166,O025291,41071
R002167,O025292,5344
R002168,O025294,69621
R002169,O025302,9689
R002170,O025310,10589
R002171,O025328,23220
R002172,O025331,19984
R002173,O025352,16166
R002174,O025356,6384
R002175,O025362,38829
R002176,O025368,40619
R002177,O025401,18384
R002178,O025402,2095
R002179,O025425,9134
R002180,O025447,38200
R002181,O025483,6104
R002182,O025486,31973
R002183,O025492,21555
R002184,O025507,42458
R002185,O025515,46105
R002186,O025521,20890
R002187,O025523,36924
R002188,O025548,71701
R002189,O025589,15568
R002190,O025591,6464
R002191,O025614,2505
R002192,O025621,3152
R002193,O025622,37885
R002194,O025635,15419
R002195,O025637,15014
R002196,O025638,25656
R002197,O025645,23196
R002198,O025647,73836
R002199,O025664,17248
R002200,O025665,2516
R002201,O025674,4421
R002202,O025696,39511
R002203,O025730,86404
R002204,O025755,79778
R002205,O025767,5467
R002206,O025768,57571
R002207,O025772,75217
R002208,O025775,15077
R002209,O025798,10970
R002210,O025807,2195
R002211,O025815,42238
R002212,O025832,22233
R002213,O025858,41363
R002214,O025860,15662
R002215,O025861,12381
R002216,O025862,22036
R002217,O025877,9224
R002218,O025881,9871
R002219,O025882,51017
R002220,O025898,15457
R002221,O025901,53849
R002222,O025909,20231
R002223,O025910,35293
R002224,O025914,13523
R002225,O025919,11227
R002226,O025921,39259
R002227,O025949,25501
R002228,O025955,9905
R002229,O025985,19128
R002230,O025992,82082
R002231,O026001,13025
R002232,O026022,21362
R002233,O026023,7197
R002234,O026064,12682
R002235,O026065,10089
R002236,O026073,18917
R002237,O026076,81884
R002238,O026109,13173
R002239,O026111,1720
R002240,O026122,9630
R002241,O026130,48962
R002242,O026149,9574
R002243,O026151,10469
R002244,O026171,9605
R002245,O026174,46376
R002246,O026179,31270
R002247,O026187,28600
R002248,O026192,15399
R002249,O026203,13359
R002250,O026221,19735
R002251,O026238,4536
R002252,O026257,27484
R002253,O026270,5220
R002254,O026274,19678
R002255,O026300,22055
R002256,O026313,65879
R002257,O026316,14313
R002258,O026324,31437
R002259,O026351,10999
R002260,O026360,11810
R002261,O026376,81687
R002262,O026386,21610
R002263,O026405,32161
R002264,O026410,8643
R002265,O026425,30025
R002266,O026429,76394
R002267,O026431,54180
R002268,O026434,5847
R002269,O026437,7852
R002270,O026461,5677
R002271,O026473,37356
R002272,O026479,23196
R002273,O026487,15932
R002274,O026502,66183
R002275,O026512,34004
R002276,O026513,10222
R002277,O026526,65963
R002278,O026536,54039
R002279,O026568,31468
R002280,O026571,53258
R002281,O026582,15661
R002282,O026584,29686
R002283,O026588,4432
R002284,O026589,84440
R002285,O026633,18512
R002286,O026667,1860
R002287,O026683,45673
R002288,O026689,60256
R002289,O026710,20818
R002290,O026720,14576
R002291,O026722,18137
R002292,O026740,25437
R002293,O026801,15647
R002294,O026805,16773
R002295,O026825,5724
R002296,O026834,6348
R002297,O026851,44212
R002298,O026861,19045
R002299,O026872,6110
R002300,O026880,43166
R002301,O026883,52265
R002302,O026889,5976
R002303,O026891,11629
R002304,O026908,34087
R002305,O026926,25058
R002306,O026940,39165
R002307,O026966,45526
R002308,O026980,11193
R002309,O026983,38426
R002310,O027005,3655
R002311,O027008,39236
R002312,O027010,80718
R002313,O027011,25004
R002314,O027023,44422
R002315,O027028,62828
R002316,O027033,13780
R002317,O027037,62366
R002318,O027060,2003
R002319,O027062,3467
R002320,O027070,26828
R002321,O027076,15147
R002322,O027094,6409
R002323,O027103,30055
R002324,O027108,38400
R002325,O027111,16083
R002326,O027116,10804
R002327,O027128,16505
R002328,O027134,82487
R002329,O027147,24331
R002330,O027151,18986
R002331,O027155,15584
R002332,O027193,34192
R002333,O027194,14807
R002334,O027216,6229
R002335,O027218,33421
R002336,O027222,7696
R002337,O027224,15150
R002338,O027227,36883
R002339,O027238,19498
R002340,O027243,38270
R002341,O027263,67940
R002342,O027267,79838
R002343,O027268,22472
R002344,O027269,28114
R002345,O027276,37544
R002346,O027280,22257
R002347,O027287,19666
R002348,O027299,59603
R002349,O027308,29814
R002350,O027313,18820
R002351,O027314,12896
R002352,O027319,8182
R002353,O027333,14803
R002354,O027337,39949
R002355,O027339,71248
R002356,O027342,16077
R002357,O027344,36787
R002358,O027377,20111
R002359,O027392,3366
R002360,O027418,15130
R002361,O027430,32933
R002362,O027456,34665
R002363,O027467,16612
R002364,O027473,15097
R002365,O027501,21590
R002366,O027527,21492
R002367,O027539,19841
R002368,O027556,4534
R002369,O027560,21009
R002370,O027564,2898
R002371,O027569,57259
R002372,O027572,35928
R002373,O027591,5488
R002374,O027604,5834
R002375,O027624,37917
R002376,O027631,35833
R002377,O027632,36881
R002378,O027637,27857
R002379,O027683,57071
R002380,O027684,15759
R002381,O027691,14455
R002382,O027699,23822
R002383,O027704,38291
R002384,O027707,19026
R002385,O027725,71918
R002386,O027770,15826
R002387,O027772,820
R002388,O027794,8178
R002389,O027811,13219
R002390,O027813,8088
R002391,O027816,22143
R002392,O027836,39679
R002393,O027840,17338
R002394,O027846,64421
R002395,O027868,3943
R002396,O027886,42323
R002397,O027900,39723
R002398,O027926,21712
R002399,O027939,11153
R002400,O027943,25713
R002401,O027944,3729
R002402,O027953,18716
R002403,O027985,35514
R002404,O027990,20121
R002405,O027992,72416
R002406,O028003,24614
R002407,O028006,10217
R002408,O028017,64230
R002409,O028020,32416
R002410,O028032,28945
R002411,O028034,17923
R002412,O028062,7589
R002413,O028069,51224
R002414,O028111,6893
R002415,O028139,30739
R002416,O028165,3194
R002417,O028190,24983
R002418,O028200,18378
R002419,O028221,42111
R002420,O028240,19776
R002421,O028241,39192
R002422,O028251,778
R002423,O028276,19535
R002424,O028292,17829
R002425,O028314,3615
R002426,O028332,73169
R002427,O028333,5666
R002428,O028338,26038
R002429,O028340,89188
R002430,O028352,33980
R002431,O028359,48868
R002432,O028361,8957
R002433,O028374,14357
R002434,O028381,6285
R002435,O028409,42266
R002436,O028411,43580
R002437,O028421,9744
R002438,O028442,11814
R002439,O028451,74056
R002440,O028454,8162
R002441,O028456,39913
R002442,O028461,12712
R002443,O028477,9147
R002444,O028479,22751
R002445,O028487,4574
R002446,O028504,31623
R002447,O028512,43267
R002448,O028547,11012
R002449,O028555,13279
R002450,O028565,25832
R002451,O028571,16944
R002452,O028616,31403
R002453,O028647,72258
R002454,O028649,10133
R002455,O028651,5692
R002456,O028665,43337
R002457,O028682,78676
R002458,O028709,41763
R002459,O028715,12770
R002460,O028739,4695
R002461,O028745,80412
R002462,O028753,36899
R002463,O028767,7875
R002464,O028782,13743
R002465,O028783,7202
R002466,O028796,51988
R002467,O028846,18821
R002468,O028855,1722
R002469,O028876,35564
R002470,O028881,11937
R002471,O028883,6609
R002472,O028887,18477
R002473,O028894,10386
R002474,O028912,58017
R002475,O028923,6106
R002476,O028928,7333
R002477,O028957,7711
R002478,O028960,42002
R002479,O028966,10199
R002480,O028984,9419
R002481,O028993,18205
R002482,O029004,40319
R002483,O029010,9936
R002484,O029034,16323
R002485,O029059,11967
R002486,O029063,20841
R002487,O029083,27097
R002488,O029110,44244
R002489,O029119,40464
R002490,O029133,75901
R002491,O029142,25596
R002492,O029155,8112
R002493,O029165,4713
R002494,O029184,23284
R002495,O029221,30998
R002496,O029234,29540
R002497,O029281,3811
R002498,O029307,88880
R002499,O029327,6332
R002500,O029330,80546
R002501,O029333,12851
R002502,O029334,77796
R002503,O029367,15568
R002504,O029374,12112
R002505,O029385,40274
R002506,O029386,20961
R002507,O029387,8981
R002508,O029388,78626
R002509,O029397,26939
R002510,O029404,16368
R002511,O029417,30335
R002512,O029433,77120
R002513,O029448,3664
R002514,O029450,70404
R002515,O029462,13241
R002516,O029464,70363
R002517,O029475,7471
R002518,O029484,25302
R002519,O029499,27701
R002520,O029506,29568
R002521,O029513,20792
R002522,O029524,67508
R002523,O029551,6595
R002524,O029591,30353
R002525,O029598,76604
R002526,O029607,8033
R002527,O029621,4841
R002528,O029622,7214
R002529,O029626,49425
R002530,O029633,3802
R002531,O029634,1346
R002532,O029637,7706
R002533,O029644,5391
R002534,O029665,6719
R002535,O029666,4789
R002536,O029667,4333
R002537,O029674,28777
R002538,O029676,14541
R002539,O029681,50687
R002540,O029682,7626
R002541,O029685,39730
