order_id,date,country,channel,status,gross_cents,discount_cents,cogs_cents,fulfilment_cents
O000417,2025-09-05,US,Search,paid,87073,6965,22430,1089
O046343,2025-11-28,UK,Search,paid,29637,889,8624,1901
O036484,2025-08-24,UK,Search,paid,62463,9369,24423,738
O038095,2025-08-08,US,Social,paid,67622,2028,36076,1986
O035569,2025-12-16,UAE,Social,paid,70472,3523,38830,588
O021999,2025-07-10,Germany,Partners,paid,12370,989,3414,1511
O000829,2025-12-22,UAE,Search,cancelled,51203,1536,16886,574
O002749,2025-12-21,US,Social,paid,7653,535,2135,855
O046726,2025-07-20,UK,Social,paid,8581,686,3394,601
O036502,2025-12-04,US,Social,paid,48174,7226,14331,1203
O036996,2025-10-25,UAE,Social,paid,6895,620,2447,366
O023594,2025-07-12,UAE,Social,paid,79000,11850,38947,924
O015931,2025-10-04,US,Email,paid,15616,2030,4755,464
O023878,2025-09-15,UAE,Search,paid,52637,526,19802,1568
O043640,2025-10-22,UK,Partners,paid,6182,123,2605,1946
O022826,2025-07-11,UK,Email,paid,25242,3533,6078,824
O041393,2025-10-21,US,Search,paid,50339,503,14950,2087
O006661,2025-10-02,US,Partners,paid,55814,2232,30541,1182
O043077,2025-11-28,UAE,Search,paid,51996,1039,25478,1037
O045767,2025-07-10,US,Email,paid,93869,8448,34168,2061
O016682,2025-12-20,UK,Search,paid,5762,172,3186,722
O008481,2025-09-11,UAE,Email,cancelled,6840,68,2844,1332
O040108,2025-08-11,Germany,Social,paid,88996,11569,32519,890
O029229,2025-08-18,Germany,Partners,paid,6204,310,2298,353
O000804,2025-10-17,UK,Search,paid,33857,3047,11399,1499
O018751,2025-09-20,US,Search,paid,23378,2571,11651,473
O031929,2025-12-27,UK,Search,paid,62450,8743,16112,1833
O048574,2025-07-21,Germany,Partners,paid,34778,1738,10903,1063
O007341,2025-07-28,Germany,Search,paid,59140,0,23064,1022
O045807,2025-12-19,UK,Email,paid,15977,159,8383,1619
O040092,2025-12-20,US,Social,paid,66413,3320,37855,582
O014378,2025-12-15,Germany,Email,paid,7402,444,2226,588
O025486,2025-07-22,UAE,Social,paid,71850,7903,37089,1115
O000676,2025-12-18,US,Search,paid,50331,3523,20595,441
O042822,2025-07-12,UK,Partners,paid,35511,1420,17386,1903
O014016,2025-11-06,US,Email,pending,23874,1909,11421,1536
O026592,2025-09-26,Germany,Search,paid,29690,2375,14476,1250
O001526,2025-07-11,Germany,Social,paid,12697,1142,5315,1355
O038549,2025-09-29,US,Search,paid,39624,1584,19780,424
O020246,2025-07-23,Germany,Email,paid,67242,7396,26930,475
O014526,2025-07-18,Germany,Social,paid,22901,916,8354,1562
O013530,2025-12-28,Germany,Social,paid,60523,1815,34637,1113
O043217,2025-08-15,US,Search,cancelled,82790,4139,33819,1264
O008847,2025-09-17,Germany,Social,paid,51487,514,16311,1042
O041353,2025-07-28,UK,Search,paid,78954,11053,37345,1105
O034996,2025-07-29,Germany,Social,paid,60319,0,19905,668
O039512,2025-10-02,UK,Email,paid,81582,1631,44772,1052
O028401,2025-10-11,Germany,Search,paid,66678,4667,17363,1510
O022620,2025-11-21,US,Email,paid,60979,9146,18141,1307
O017672,2025-09-17,US,Search,paid,53992,1619,31423,1531
O042205,2025-10-19,UAE,Social,paid,94483,2834,45824,1912
O039309,2025-11-28,Germany,Search,paid,25448,3817,6921,1847
O002484,2025-08-27,UK,Search,paid,85541,5132,44224,422
O013114,2025-11-02,UAE,Search,paid,34687,4856,11932,523
O044010,2025-08-03,UAE,Search,paid,64396,9659,22989,1830
O013728,2025-08-14,UK,Email,paid,40811,5713,15092,1306
O037426,2025-09-20,UAE,Social,paid,79100,11074,24489,1823
O007149,2025-07-14,US,Search,paid,47843,1913,24802,1263
O048841,2025-07-14,Germany,Social,paid,19495,0,11697,1378
O029830,2025-08-28,UAE,Social,paid,59859,2992,27864,1189
O008408,2025-08-02,Germany,Social,paid,14905,1490,5366,1931
O031523,2025-08-02,UAE,Search,cancelled,84178,8417,41668,1212
O004000,2025-10-22,US,Search,paid,38053,1902,14098,1888
O006871,2025-09-28,UK,Search,paid,41366,5377,18354,1514
O001165,2025-10-26,US,Search,paid,75314,753,20877,1433
O027178,2025-10-12,Germany,Search,paid,77004,8470,21245,1321
O041350,2025-07-17,Germany,Email,paid,50362,2518,28227,1862
O034515,2025-08-16,US,Search,paid,17234,2068,5004,1423
O005953,2025-07-27,UK,Email,pending,74546,4472,37839,1004
O010376,2025-08-11,US,Social,paid,92784,0,28763,1749
O000407,2025-12-02,US,Social,paid,52034,7284,22822,2002
O017952,2025-10-03,UK,Social,paid,86549,3461,46529,700
O007055,2025-08-15,US,Social,paid,66288,9943,29862,1241
O033076,2025-11-19,US,Search,paid,76316,9921,19918,1859
O025853,2025-08-22,UK,Social,paid,10986,988,4199,2014
O033827,2025-12-11,UAE,Search,cancelled,72589,6533,27082,2051
O042931,2025-09-20,US,Email,paid,17936,717,10159,1857
O009003,2025-09-10,UK,Search,paid,42927,2575,23000,1003
O011387,2025-12-07,US,Email,paid,27427,3565,10260,2013
O008779,2025-09-26,UK,Social,paid,35907,3590,10341,1758
O015467,2025-07-16,UAE,Search,paid,38984,779,16046,2020
O032981,2025-09-02,US,Search,paid,93206,10252,23227,503
O002871,2025-11-14,UAE,Search,paid,38982,1559,12723,1286
O000618,2025-07-02,Germany,Social,paid,70710,9899,31013,497
O024444,2025-10-20,UAE,Search,paid,71562,2146,29848,1293
O006587,2025-07-09,UAE,Social,paid,63239,8853,24473,397
O030001,2025-12-09,Germany,Social,paid,3708,259,1414,519
O027460,2025-12-05,UK,Partners,paid,66775,9348,33881,457
O037479,2025-10-25,US,Social,paid,47868,0,23934,1579
O043280,2025-08-19,US,Search,paid,7615,837,3727,1044
O048957,2025-08-24,UAE,Search,paid,62566,7507,30833,684
O015214,2025-12-29,UK,Social,paid,91366,8222,39909,1284
O004002,2025-11-16,UK,Social,paid,5206,572,2409,1085
O010680,2025-11-21,US,Social,cancelled,47598,4283,17759,643
O009590,2025-11-27,Germany,Search,paid,83625,4181,40516,753
O016912,2025-08-16,UAE,Search,paid,76662,9199,35080,1063
O015511,2025-08-22,US,Partners,cancelled,94801,13272,23643,839
O031276,2025-09-03,UAE,Partners,paid,93127,8381,48305,832
O018779,2025-09-14,UK,Email,paid,37737,3396,14766,1515
O036401,2025-12-13,UK,Social,paid,41214,824,22618,1031
O006959,2025-07-21,Germany,Social,paid,18536,926,6691,911
O015432,2025-08-09,UK,Social,paid,14643,1317,7995,811
O041454,2025-08-31,US,Search,paid,40640,5689,10834,2073
O040118,2025-12-18,UK,Social,paid,86535,7788,37011,527
O014196,2025-09-01,US,Email,paid,12144,364,5772,1853
O023915,2025-10-09,US,Search,paid,34768,1043,14501,1977
O047018,2025-12-20,UAE,Email,paid,93894,938,53914,1597
O007592,2025-11-01,UAE,Social,paid,62343,4364,31308,593
O029411,2025-07-06,UAE,Partners,paid,53607,2680,28009,1130
O001894,2025-08-19,UAE,Search,paid,52273,4181,14908,1571
O014576,2025-12-25,Germany,Search,paid,15791,1579,6821,1486
O023424,2025-12-02,Germany,Partners,paid,88425,12379,25855,1516
O032034,2025-07-19,UK,Social,paid,56071,8410,20970,1730
O007174,2025-12-08,UK,Email,cancelled,12942,776,4988,1965
O012316,2025-07-20,US,Search,paid,92362,2770,38524,440
O039023,2025-12-29,US,Email,paid,24218,2179,8374,1057
O016031,2025-09-15,US,Email,paid,78483,10202,38237,1432
O013615,2025-11-28,UAE,Social,paid,18162,363,5695,1895
O043102,2025-12-26,US,Search,paid,55879,2235,25749,1198
O024537,2025-10-19,UK,Social,paid,56656,4532,20849,921
O013951,2025-07-04,UAE,Social,paid,84205,9262,25480,642
O030898,2025-08-26,US,Search,paid,43922,439,23045,1096
O011245,2025-09-10,UK,Partners,paid,58011,8701,23668,1861
O011106,2025-08-30,Germany,Social,paid,91554,3662,29004,434
O015670,2025-08-28,UAE,Email,paid,26848,3221,7796,735
O002139,2025-11-21,Germany,Email,paid,11458,343,3890,1897
O016355,2025-12-21,UAE,Partners,paid,62926,7551,22703,406
O029975,2025-10-28,Germany,Search,paid,42206,4220,19752,1408
O007824,2025-10-07,UK,Search,paid,88875,8887,42393,952
O011467,2025-07-20,US,Search,paid,26365,1054,8352,1285
O029751,2025-07-13,UK,Partners,paid,30756,3690,12721,1547
O023042,2025-08-30,US,Search,paid,13814,690,6168,2010
O009310,2025-10-08,UAE,Social,paid,48361,5803,24258,1954
O046460,2025-07-31,UK,Social,paid,61665,8016,16631,1234
O045369,2025-11-17,US,Social,paid,49555,0,21804,1507
O000507,2025-10-16,US,Search,paid,4137,124,2407,1637
O049596,2025-08-09,Germany,Social,paid,92273,3690,35433,484
O045045,2025-07-18,UK,Email,paid,61678,5551,22450,860
O003775,2025-12-12,Germany,Search,paid,31374,2196,16339,1636
O024014,2025-09-09,UAE,Search,paid,30625,4287,15802,534
O000637,2025-11-04,Germany,Social,paid,63928,3196,29758,2015
O027854,2025-07-07,Germany,Social,paid,42861,3428,11435,1432
O037153,2025-09-30,US,Social,paid,72746,8729,30728,1822
O019513,2025-10-15,UAE,Social,paid,65189,3259,29726,1249
O010980,2025-07-06,UK,Partners,paid,12976,1816,3236,1189
O005632,2025-07-14,UK,Search,paid,41227,2061,14491,1991
O037778,2025-09-30,UK,Social,paid,72410,3620,21324,1986
O033956,2025-09-23,UK,Email,paid,41519,5397,15171,1621
O023395,2025-07-15,US,Email,paid,25706,3341,11629,934
O026856,2025-07-18,UAE,Social,paid,94738,3789,48202,836
O045866,2025-11-24,UK,Search,paid,44981,6297,11218,1756
O000182,2025-09-26,UK,Email,paid,58690,7042,25824,1067
O035425,2025-07-20,US,Search,paid,40388,6058,19224,806
O038234,2025-08-02,US,Social,paid,35437,2126,17987,1236
O047775,2025-07-11,UK,Social,paid,42388,3391,16378,1451
O044863,2025-12-23,US,Email,paid,82048,7384,35838,489
O030296,2025-12-04,UAE,Social,paid,90373,0,54223,1864
O006772,2025-08-16,US,Social,paid,56106,7854,15923,1308
O034223,2025-08-16,US,Social,paid,86868,6080,38778,1421
O009455,2025-09-13,UK,Partners,paid,62450,8118,22819,361
O006475,2025-07-05,UK,Email,paid,12655,506,3644,1803
O014240,2025-09-25,UAE,Social,paid,91999,4599,28842,922
O023126,2025-11-30,Germany,Search,paid,14247,142,6065,442
O011277,2025-10-02,Germany,Social,paid,52894,3173,25357,1481
O006497,2025-12-27,Germany,Social,pending,86898,12165,33629,1179
O018100,2025-09-12,US,Email,paid,69572,2782,30055,1424
O043800,2025-12-23,UK,Social,paid,11936,716,6171,1567
O022572,2025-09-24,US,Search,paid,44253,6195,12559,357
O043811,2025-11-29,Germany,Search,paid,5359,696,2657,802
O049718,2025-09-06,US,Social,paid,25347,2281,6689,906
O005809,2025-12-11,US,Partners,cancelled,89930,8993,25899,994
O014074,2025-08-05,Germany,Social,paid,7427,0,3119,1483
O027732,2025-10-01,Germany,Partners,paid,36869,2212,19754,1312
O027552,2025-10-14,US,Social,paid,7804,390,3632,672
O034098,2025-11-22,Germany,Search,paid,55681,3897,24856,527
O004054,2025-09-03,UK,Search,paid,59171,1775,17792,1214
O017543,2025-08-01,UK,Search,paid,52919,4762,13965,1148
O014561,2025-08-26,UAE,Partners,paid,25412,508,14942,2057
O011733,2025-09-02,US,Partners,paid,48764,3901,18393,1473
O038151,2025-12-10,UAE,Email,paid,11731,1642,4741,426
O012184,2025-08-01,US,Social,paid,8749,612,4556,1372
O021875,2025-08-11,Germany,Search,paid,7374,958,3592,645
O032647,2025-12-08,UAE,Email,paid,31019,1240,9827,947
O027788,2025-11-24,UAE,Partners,paid,80084,9610,19732,532
O016685,2025-08-13,Germany,Search,paid,29317,2931,14512,727
O049054,2025-08-09,Germany,Social,paid,3014,271,960,798
O049285,2025-07-15,Germany,Search,paid,30175,603,10941,1038
O038658,2025-09-08,UAE,Partners,paid,47719,5726,16377,1597
O007303,2025-12-22,US,Search,paid,40997,409,21105,1395
O038101,2025-12-13,UK,Social,paid,74344,8921,22898,703
O011173,2025-12-27,UAE,Partners,paid,29890,1494,8518,1467
O026109,2025-08-24,US,Social,paid,57274,4581,18442,1558
O014146,2025-11-06,UK,Email,paid,74297,2971,36376,418
O024552,2025-07-19,UAE,Search,paid,43982,5277,13159,1266
O041979,2025-12-02,US,Search,paid,22093,220,6343,694
O025714,2025-07-23,Germany,Search,paid,27884,2509,13956,1213
O014047,2025-12-22,Germany,Search,paid,3113,373,876,994
O013668,2025-10-14,US,Email,paid,11176,1676,5130,1824
O046826,2025-11-21,US,Search,paid,56259,2812,23516,2019
O025280,2025-08-29,UK,Search,paid,30962,2476,11964,1770
O033156,2025-12-22,US,Social,paid,85728,7715,39006,1521
O028138,2025-09-16,UAE,Search,paid,38512,4236,18851,889
O014831,2025-11-25,Germany,Partners,paid,64440,5799,23456,467
O046369,2025-10-30,UK,Partners,cancelled,20198,2221,10606,1405
O048921,2025-10-14,Germany,Search,paid,35915,2154,16542,1161
O000906,2025-08-05,US,Search,paid,31051,3415,12159,1146
O017478,2025-08-18,US,Email,paid,23351,2335,9667,984
O034841,2025-07-11,Germany,Email,paid,65124,2604,33135,409
O022738,2025-09-27,US,Partners,cancelled,27965,2516,10434,811
O026698,2025-11-07,US,Social,paid,39258,2748,12048,1058
O026129,2025-07-26,UK,Social,paid,43987,879,12932,514
O007531,2025-11-09,UAE,Email,paid,64083,3204,25569,1126
O008736,2025-08-07,UK,Email,paid,43901,3951,13583,1477
O009842,2025-12-12,UAE,Search,paid,20282,608,11607,845
O030825,2025-08-24,Germany,Email,paid,62282,1868,22957,464
O025828,2025-11-10,Germany,Partners,paid,44236,0,22560,1263
O001256,2025-09-27,UAE,Search,paid,73824,0,37650,970
O045992,2025-10-21,UAE,Search,paid,92696,13904,40183,1569
O042662,2025-09-09,UAE,Search,cancelled,6575,460,3240,1834
O041486,2025-08-30,UAE,Partners,paid,23416,2341,11380,643
O026832,2025-07-02,UK,Search,paid,56748,2837,27494,1757
O033506,2025-08-04,UAE,Social,paid,6837,752,1886,921
O030275,2025-12-13,US,Search,paid,57603,5760,29032,1198
O004614,2025-10-29,US,Social,cancelled,50809,3556,24099,1097
O038857,2025-10-26,Germany,Social,paid,27293,2729,13510,615
O000966,2025-11-08,UK,Social,paid,71322,0,28528,773
O023210,2025-07-16,US,Social,paid,11986,599,3302,1406
O008182,2025-07-03,US,Email,cancelled,49552,2477,18830,2071
O011243,2025-07-29,US,Social,paid,78703,6296,31135,574
O035475,2025-07-08,US,Search,paid,17219,688,4793,1310
O008378,2025-11-29,UAE,Partners,paid,45765,6407,12200,1956
O046119,2025-10-18,UAE,Social,paid,17634,1234,5248,673
O033779,2025-08-07,UAE,Email,paid,64512,5160,27895,1096
O015392,2025-09-20,Germany,Search,paid,47502,0,23275,1316
O042403,2025-10-14,US,Social,paid,61400,614,21882,851
O011409,2025-11-23,US,Search,paid,21026,210,10616,962
O022787,2025-11-29,Germany,Email,paid,3685,331,1643,560
O041810,2025-12-12,US,Social,paid,50667,7600,20241,1748
O019652,2025-11-12,UK,Search,paid,56573,6788,27879,1391
O047021,2025-10-23,UK,Search,paid,60909,7918,24375,1269
O043682,2025-09-06,UK,Search,paid,32272,968,9078,1539
O019331,2025-08-31,Germany,Search,paid,84728,10167,28333,1028
O018066,2025-10-17,UAE,Search,paid,56860,2274,19650,445
O048959,2025-08-18,UK,Email,paid,70014,0,19603,1570
O012641,2025-10-20,UK,Search,paid,40083,2004,19039,394
O028957,2025-10-30,Germany,Search,paid,35864,5020,12646,1521
O044461,2025-12-18,Germany,Partners,paid,48664,6812,11718,840
O031521,2025-12-04,UK,Search,paid,68353,7518,35892,1584
O016254,2025-08-24,UK,Search,paid,28920,2024,11834,1900
O033750,2025-07-30,US,Social,paid,67312,2019,33952,1561
O015960,2025-11-18,UAE,Email,paid,73294,3664,39689,589
O043390,2025-10-14,UK,Partners,paid,48586,0,19434,953
O008940,2025-07-25,Germany,Search,paid,86717,5203,26899,1294
O046490,2025-09-10,UK,Social,paid,19716,591,10327,1657
O048344,2025-08-17,US,Search,paid,18020,1261,6871,679
O038775,2025-11-07,UAE,Email,paid,73693,11053,25682,2007
O007230,2025-11-07,US,Partners,paid,34015,3741,17861,1808
O020341,2025-11-29,UK,Social,cancelled,11091,554,5795,1879
O032072,2025-07-03,Germany,Search,paid,49248,7387,17163,855
O022296,2025-11-14,UAE,Search,paid,21965,1537,6945,538
O034734,2025-12-23,UK,Social,cancelled,15588,0,7482,896
O004975,2025-09-27,US,Search,paid,27082,1895,13349,2010
O026525,2025-09-08,UK,Search,paid,27470,3571,10515,1711
O001504,2025-08-24,UAE,Partners,paid,61570,7388,16796,1364
O035718,2025-12-17,UAE,Partners,paid,77149,8486,20598,625
O037294,2025-10-15,US,Search,paid,77047,3852,26350,1309
O048392,2025-10-29,UAE,Social,cancelled,21032,1051,10989,358
O023334,2025-07-27,UAE,Social,paid,24794,1239,9893,711
O034538,2025-08-24,UAE,Social,cancelled,49169,491,25312,1633
O012734,2025-10-16,UAE,Partners,paid,87040,7833,38811,757
O032675,2025-12-11,UK,Search,paid,57707,577,25137,1275
O029586,2025-07-28,US,Social,paid,14101,282,6356,1658
O039674,2025-08-09,UAE,Partners,paid,26316,3421,9615,1247
O006378,2025-12-14,Germany,Social,paid,7587,75,2253,868
O027072,2025-12-29,UAE,Search,paid,35220,4578,15321,811
O017104,2025-10-18,UK,Partners,paid,45593,3647,24748,1154
O001867,2025-09-13,Germany,Email,paid,58120,5812,26677,821
O043723,2025-09-17,US,Social,paid,88589,4429,28614,624
O026174,2025-08-09,Germany,Email,paid,46376,0,26434,505
O001666,2025-08-06,US,Search,paid,71026,1420,21577,1194
O009729,2025-11-06,US,Search,cancelled,63156,3789,20778,2064
O033508,2025-09-05,UK,Social,paid,74488,2234,34681,450
O005124,2025-12-18,UK,Social,paid,58756,2937,25118,937
O011366,2025-10-30,Germany,Social,paid,66713,8005,19373,1591
O018712,2025-09-20,US,Social,paid,52982,529,15735,980
O030527,2025-08-25,UK,Partners,paid,35476,1419,18050,1063
O013106,2025-10-08,Germany,Search,pending,9351,1402,4451,1715
O007051,2025-08-13,Germany,Search,paid,51465,1029,16139,1455
O041434,2025-12-07,Germany,Partners,paid,28850,1731,9491,817
O040195,2025-08-10,US,Partners,paid,62956,6295,27197,1741
O018775,2025-09-03,US,Email,paid,15634,2345,7176,488
O031880,2025-09-03,Germany,Partners,paid,42695,2134,21902,1726
O045460,2025-07-24,US,Social,paid,91407,5484,26636,1566
O021219,2025-11-19,UK,Search,paid,48792,7318,18663,1839
O038311,2025-07-05,UK,Search,paid,44083,1322,12400,681
O002773,2025-09-27,UAE,Email,paid,42029,420,13730,1113
O045722,2025-11-21,UK,Search,paid,14181,0,5672,2008
O030597,2025-09-02,US,Email,paid,42716,427,13109,1739
O011040,2025-09-14,UK,Search,paid,73297,6596,35351,877
O043316,2025-10-31,UK,Social,paid,38776,5816,19776,1116
O000691,2025-09-19,UK,Search,paid,6043,725,2393,1866
O003951,2025-10-19,UAE,Email,paid,58210,6985,25612,393
O030288,2025-07-04,UAE,Search,paid,77275,6954,37270,1714
O036717,2025-12-07,US,Social,cancelled,32288,0,12592,1826
O022798,2025-10-24,UK,Email,paid,94347,9434,31417,2079
O039775,2025-07-28,UAE,Email,paid,11226,0,5276,441
O020960,2025-11-05,Germany,Social,paid,64856,6485,24515,1064
O026059,2025-09-30,US,Social,paid,14415,864,7046,1552
O002539,2025-12-10,US,Search,paid,61615,616,19519,1632
O042026,2025-07-04,Germany,Search,paid,31735,2538,10218,731
O033219,2025-08-11,UK,Search,pending,56981,2849,20028,886
O000627,2025-08-13,UAE,Social,cancelled,85452,9399,43350,1185
O037516,2025-12-25,US,Email,pending,68247,10237,32485,359
O002052,2025-08-10,US,Email,paid,33313,666,10447,1933
O026396,2025-12-13,UAE,Search,paid,48226,7233,11478,556
O028991,2025-07-24,UAE,Social,paid,90022,12603,25548,1736
O024107,2025-09-10,UK,Search,cancelled,26075,1825,7275,822
O037976,2025-07-07,Germany,Social,paid,62529,5627,29589,1228
O009707,2025-12-16,UAE,Search,paid,48161,7224,11462,963
O011577,2025-11-23,UAE,Partners,cancelled,13111,917,6097,532
O010744,2025-11-13,UK,Partners,paid,15821,1265,7423,844
O034055,2025-09-26,UAE,Email,cancelled,60423,4229,26973,452
O008450,2025-11-13,Germany,Search,paid,7923,475,4394,668
O002148,2025-07-08,UK,Social,paid,43531,6094,12354,1257
O011496,2025-09-06,US,Social,paid,64713,0,27826,1745
O045392,2025-11-16,US,Social,paid,86631,7796,31534,494
O014850,2025-11-24,US,Search,paid,78180,7036,26323,1860
O029084,2025-10-05,UAE,Search,paid,56295,1688,27303,726
O042351,2025-08-11,US,Email,paid,64888,2595,24294,1861
O048459,2025-07-11,UAE,Search,paid,13784,275,4052,821
O047923,2025-07-17,US,Search,paid,60035,8404,24782,649
O009778,2025-12-28,Germany,Search,paid,59424,594,22943,1327
O038714,2025-09-02,Germany,Search,paid,76498,8414,25191,1317
O034092,2025-08-03,UAE,Social,paid,94873,11384,41744,1914
O018391,2025-12-04,UK,Social,paid,90327,7226,42381,561
O013307,2025-09-17,UAE,Search,paid,65344,3920,35625,395
O023635,2025-12-13,US,Search,paid,14418,288,4239,478
O026210,2025-12-22,US,Social,paid,94673,4733,39573,1377
O029639,2025-12-22,UAE,Search,paid,16090,965,7562,1093
O036081,2025-09-28,UK,Search,paid,72445,8693,29325,497
O046007,2025-07-02,UK,Search,paid,66277,6627,32211,856
O041805,2025-09-20,UAE,Social,paid,52256,7838,25762,1633
O011382,2025-09-02,US,Email,paid,47204,7080,13240,773
O022528,2025-09-27,UAE,Social,paid,19800,792,8933,1468
O032194,2025-09-14,Germany,Search,paid,54820,3289,25765,572
O031442,2025-11-10,US,Social,paid,20931,2930,8460,2088
O005377,2025-09-03,Germany,Email,paid,76250,6862,35387,1532
O016829,2025-08-24,UK,Email,paid,33648,4037,10067,1970
O012607,2025-10-23,US,Search,cancelled,92478,6473,43862,1565
O048447,2025-11-06,Germany,Social,paid,68299,4780,33665,1588
O015519,2025-09-20,Germany,Social,paid,79745,4784,22488,1737
O035847,2025-10-18,UK,Search,paid,19252,1732,7183,803
O015562,2025-07-27,Germany,Social,paid,4299,128,1960,1270
O027924,2025-10-17,UK,Email,paid,82494,2474,33608,1514
O023751,2025-09-27,UAE,Partners,paid,86482,3459,30718,1736
O004024,2025-10-25,UK,Email,paid,80556,6444,31868,1446
O012080,2025-12-26,UK,Search,paid,59224,3553,25051,844
O029323,2025-09-12,UK,Search,paid,61246,6737,32705,1195
O046511,2025-08-19,US,Social,paid,47626,7143,19836,1846
O009533,2025-10-07,UAE,Search,paid,88072,6165,42591,515
O026646,2025-10-19,US,Search,paid,43090,861,16047,925
O045769,2025-08-20,Germany,Search,paid,77395,10835,31948,1920
O002508,2025-08-24,Germany,Search,paid,87317,10478,32272,1117
O030889,2025-09-19,US,Search,paid,16714,1838,8330,1491
O044132,2025-07-02,US,Social,paid,73101,9503,19079,392
O028617,2025-09-12,Germany,Partners,paid,72399,7963,38661,1672
O031818,2025-12-30,UAE,Search,paid,5502,605,1664,763
O047886,2025-10-16,UK,Email,paid,79616,2388,29346,2080
O002757,2025-12-26,US,Social,paid,30738,3995,14173,1358
O005001,2025-08-17,US,Search,paid,43304,2598,15061,561
O039799,2025-08-11,UAE,Social,paid,12750,892,4743,1659
O042021,2025-08-29,US,Social,paid,49867,5485,19971,659
O019160,2025-07-02,UK,Search,paid,63042,7565,30512,1376
O009067,2025-08-31,UAE,Partners,paid,49151,5406,24934,1218
O000235,2025-11-07,Germany,Partners,paid,23181,2318,6258,908
O001334,2025-11-15,UK,Social,paid,91993,6439,33366,998
O026935,2025-12-27,Germany,Email,paid,88678,7094,26922,1988
O048541,2025-08-14,US,Search,paid,30276,908,15271,1880
O045211,2025-10-20,UAE,Email,paid,10618,106,3048,952
O038998,2025-07-08,Germany,Social,paid,23215,1392,10693,1556
O045016,2025-09-20,UK,Email,paid,58923,1767,18861,1190
O020283,2025-07-15,US,Email,paid,15311,1071,6265,1429
O008466,2025-08-26,UAE,Social,paid,43929,2635,16930,1285
O044232,2025-08-18,UAE,Social,paid,10917,764,5076,843
O015188,2025-07-15,US,Search,paid,30856,4011,10738,1102
O014929,2025-07-05,US,Email,paid,10628,956,4932,1310
O047416,2025-07-24,UK,Email,paid,52298,3660,17509,1373
O017665,2025-09-22,UK,Email,paid,79685,5577,43723,389
O004386,2025-10-10,UK,Social,paid,26704,2136,7616,445
O018236,2025-10-26,UK,Search,paid,44799,447,23063,350
O023083,2025-09-12,Germany,Social,paid,33128,4306,9799,1698
O049103,2025-12-22,UAE,Search,paid,22124,2654,9150,1982
O040800,2025-12-28,Germany,Email,paid,57712,4039,28446,1974
O032730,2025-10-20,UAE,Email,paid,74756,747,37004,1225
O006139,2025-10-21,UK,Search,cancelled,54262,0,17363,1903
O009817,2025-07-18,UAE,Partners,paid,39141,4696,10677,1394
O041892,2025-12-24,US,Social,paid,54637,6010,24313,1562
O036789,2025-11-18,UK,Social,paid,50215,5523,16982,1883
O011678,2025-12-24,UAE,Search,paid,22786,3190,11561,1482
O023793,2025-07-07,US,Search,paid,23470,2112,7475,422
O048458,2025-09-07,UK,Search,paid,64602,7752,22171,1311
O033800,2025-08-22,UK,Social,paid,78658,3146,45307,555
O036226,2025-07-12,UK,Social,paid,68831,6883,19823,645
O042279,2025-09-16,Germany,Search,paid,93618,5617,31680,1139
O016193,2025-08-05,UAE,Search,paid,32326,3232,13965,1796
O043786,2025-11-28,US,Social,paid,61214,1836,21969,1899
O015239,2025-08-30,US,Search,paid,57088,8563,21836,1722
O049672,2025-12-30,UK,Search,paid,93563,7485,24101,1139
O037596,2025-09-22,UAE,Social,paid,55151,7169,22071,1242
O014952,2025-07-14,UAE,Search,paid,41037,4514,13148,1486
O043932,2025-09-21,UAE,Search,paid,14253,712,7853,404
O018335,2025-12-29,Germany,Partners,paid,34755,1042,14833,1640
O021124,2025-09-05,Germany,Search,paid,89614,4480,28945,1935
O014992,2025-11-28,Germany,Social,paid,36402,4732,14251,552
O022060,2025-07-16,UAE,Search,paid,49097,6873,16045,1094
O027606,2025-07-25,UK,Partners,paid,53677,3757,28953,1456
O014772,2025-09-26,Germany,Search,paid,87563,2626,40769,847
O000797,2025-12-06,UK,Search,paid,3584,322,1337,1345
O037670,2025-12-17,UK,Social,paid,81574,1631,34375,1524
O034594,2025-12-28,UK,Social,paid,19451,1361,8140,815
O045014,2025-08-21,UK,Search,paid,45045,1351,15729,1815
O013613,2025-08-23,US,Search,paid,89960,11694,31306,455
O020466,2025-08-11,Germany,Search,paid,74375,743,27980,1578
O025541,2025-11-20,Germany,Social,paid,43883,1755,11795,2062
O043435,2025-09-05,UAE,Social,paid,80311,7227,21194,390
O025425,2025-09-12,UK,Social,paid,19856,1588,9316,1588
O002999,2025-12-17,US,Search,paid,68656,5492,18317,526
O009542,2025-12-07,Germany,Email,paid,63111,1262,21028,1454
O032339,2025-11-23,UAE,Social,paid,35963,2517,13712,1624
O049547,2025-10-31,UK,Social,paid,65114,9767,23245,783
O044012,2025-11-27,Germany,Partners,paid,84037,10924,28514,1462
O015546,2025-12-03,US,Social,paid,77623,9314,38936,1845
O037571,2025-09-07,UK,Email,paid,11321,452,5217,903
O001187,2025-07-28,UK,Search,paid,75925,11388,30977,907
O034886,2025-08-09,Germany,Search,paid,40914,2863,22830,400
O000062,2025-10-27,US,Partners,paid,54387,2719,17567,1907
O009146,2025-09-06,UK,Social,paid,83419,5005,37638,651
O022432,2025-09-13,Germany,Email,paid,61869,8661,22879,1457
O009439,2025-11-16,Germany,Partners,paid,37643,1129,13510,1740
